Date,Currency,Mean,Buy,Sell
16/11/2020,US DOLLAR,109.2015,109.1018,109.3012
17/11/2020,US DOLLAR,109.2335,109.1335,109.3335
18/11/2020,US DOLLAR,109.26,109.16,109.36
19/11/2020,US DOLLAR,109.3188,109.2188,109.4188
20/11/2020,US DOLLAR,109.3924,109.2924,109.4924
23/11/2020,US DOLLAR,109.4547,109.3547,109.5547
24/11/2020,US DOLLAR,109.54,109.44,109.64
25/11/2020,US DOLLAR,109.7194,109.6194,109.8194
26/11/2020,US DOLLAR,109.86,109.76,109.96
27/11/2020,US DOLLAR,109.9847,109.8847,110.0847
30/11/2020,US DOLLAR,110.0535,109.9535,110.1535
01/12/2020,US DOLLAR,110.0712,109.9712,110.1712
02/12/2020,US DOLLAR,110.0959,109.9959,110.1959
03/12/2020,US DOLLAR,110.6694,110.5694,110.7694
04/12/2020,US DOLLAR,111.0618,110.9618,111.1618
07/12/2020,US DOLLAR,111.1318,111.0318,111.2318
08/12/2020,US DOLLAR,111.3971,111.2971,111.4971
09/12/2020,US DOLLAR,111.41,111.31,111.51
10/12/2020,US DOLLAR,111.4388,111.3388,111.5388
11/12/2020,US DOLLAR,111.4812,111.3812,111.5812
14/12/2020,US DOLLAR,111.5276,111.4276,111.6276
15/12/2020,US DOLLAR,111.5635,111.4635,111.6635
16/12/2020,US DOLLAR,111.5871,111.4871,111.6871
17/12/2020,US DOLLAR,111.5912,111.4912,111.6912
18/12/2020,US DOLLAR,111.5718,111.4718,111.6718
21/12/2020,US DOLLAR,111.4453,111.3453,111.5453
22/12/2020,US DOLLAR,111.0382,110.9382,111.1382
23/12/2020,US DOLLAR,109.4441,109.3441,109.5441
24/12/2020,US DOLLAR,108.7882,108.6882,108.8882
28/12/2020,US DOLLAR,108.7676,108.6676,108.8676
29/12/2020,US DOLLAR,108.7694,108.6694,108.8694
30/12/2020,US DOLLAR,109.0353,108.9353,109.1353
31/12/2020,US DOLLAR,109.1718,109.0718,109.2718
04/01/2021,US DOLLAR,109.2165,109.1165,109.3165
05/01/2021,US DOLLAR,109.2853,109.1853,109.3853
06/01/2021,US DOLLAR,109.3794,109.2794,109.4794
07/01/2021,US DOLLAR,109.4718,109.3718,109.5718
08/01/2021,US DOLLAR,109.55,109.45,109.65
11/01/2021,US DOLLAR,109.55,109.45,109.65
12/01/2021,US DOLLAR,109.5471,109.4471,109.6471
13/01/2021,US DOLLAR,109.6682,109.5682,109.7682
14/01/2021,US DOLLAR,109.9706,109.8706,110.0706
15/01/2021,US DOLLAR,110.1,110,110.2
18/01/2021,US DOLLAR,110.0729,109.9729,110.1729
19/01/2021,US DOLLAR,110.1029,110.0029,110.2029
20/01/2021,US DOLLAR,110.1829,110.0829,110.2829
21/01/2021,US DOLLAR,110.1853,110.0853,110.2853
22/01/2021,US DOLLAR,109.8088,109.7088,109.9088
25/01/2021,US DOLLAR,110.0235,109.9235,110.1235
26/01/2021,US DOLLAR,110.0941,109.9941,110.1941
27/01/2021,US DOLLAR,110.1,110,110.2
28/01/2021,US DOLLAR,110.1482,110.0482,110.2482
29/01/2021,US DOLLAR,110.1441,110.0441,110.2441
01/02/2021,US DOLLAR,110.15,110.05,110.25
02/02/2021,US DOLLAR,110.1471,110.0471,110.2471
03/02/2021,US DOLLAR,110.0071,109.9071,110.1071
04/02/2021,US DOLLAR,109.8647,109.7647,109.9647
05/02/2021,US DOLLAR,109.8206,109.7206,109.9206
08/02/2021,US DOLLAR,109.6559,109.5559,109.7559
09/02/2021,US DOLLAR,109.6441,109.5441,109.7441
10/02/2021,US DOLLAR,109.5518,109.4518,109.6518
11/02/2021,US DOLLAR,109.4512,109.3512,109.5512
12/02/2021,US DOLLAR,109.4429,109.3429,109.5429
15/02/2021,US DOLLAR,109.4471,109.3471,109.5471
16/02/2021,US DOLLAR,109.45,109.35,109.55
17/02/2021,US DOLLAR,109.4588,109.3588,109.5588
18/02/2021,US DOLLAR,109.5471,109.4471,109.6471
19/02/2021,US DOLLAR,109.55,109.45,109.65
22/02/2021,US DOLLAR,109.5971,109.4971,109.6971
23/02/2021,US DOLLAR,109.6,109.5,109.7
24/02/2021,US DOLLAR,109.7015,109.6029,109.8
25/02/2021,US DOLLAR,109.7676,109.6676,109.8676
26/02/2021,US DOLLAR,109.8,109.7,109.9
01/03/2021,US DOLLAR,109.8029,109.7029,109.9029
02/03/2021,US DOLLAR,109.8,109.7,109.9
03/03/2021,US DOLLAR,109.8,109.7,109.9
04/03/2021,US DOLLAR,109.6941,109.5941,109.7941
05/03/2021,US DOLLAR,109.6518,109.5518,109.7518
08/03/2021,US DOLLAR,109.64,109.54,109.74
09/03/2021,US DOLLAR,109.6488,109.5488,109.7488
10/03/2021,US DOLLAR,109.6488,109.5488,109.7488
11/03/2021,US DOLLAR,109.6488,109.5488,109.7488
12/03/2021,US DOLLAR,109.6488,109.5488,109.7488
15/03/2021,US DOLLAR,109.6488,109.5488,109.7488
16/03/2021,US DOLLAR,109.6547,109.5547,109.7547
17/03/2021,US DOLLAR,109.6941,109.5941,109.7941
18/03/2021,US DOLLAR,109.7971,109.6971,109.8971
19/03/2021,US DOLLAR,109.8576,109.7576,109.9576
22/03/2021,US DOLLAR,109.8559,109.7559,109.9559
23/03/2021,US DOLLAR,109.8588,109.7588,109.9588
24/03/2021,US DOLLAR,109.85,109.75,109.95
25/03/2021,US DOLLAR,109.8147,109.7147,109.9147
26/03/2021,US DOLLAR,109.7853,109.6853,109.8853
29/03/2021,US DOLLAR,109.7529,109.6529,109.8529
30/03/2021,US DOLLAR,109.7176,109.6176,109.8176
31/03/2021,US DOLLAR,109.5118,109.4118,109.6118
01/04/2021,US DOLLAR,109.35,109.25,109.45
06/04/2021,US DOLLAR,108.9218,108.8218,109.0218
07/04/2021,US DOLLAR,108.6029,108.5029,108.7029
08/04/2021,US DOLLAR,108.2412,108.1412,108.3412
09/04/2021,US DOLLAR,107.9706,107.8706,108.0706
12/04/2021,US DOLLAR,107.2882,107.1882,107.3882
13/04/2021,US DOLLAR,107.1,107,107.2
14/04/2021,US DOLLAR,106.8971,106.7971,106.9971
15/04/2021,US DOLLAR,106.8059,106.7059,106.9059
16/04/2021,US DOLLAR,107.06,106.96,107.16
19/04/2021,US DOLLAR,107.4929,107.3929,107.5929
20/04/2021,US DOLLAR,107.9488,107.8488,108.0488
21/04/2021,US DOLLAR,108.1118,108.0118,108.2118
22/04/2021,US DOLLAR,108.4206,108.3206,108.5206
23/04/2021,US DOLLAR,108.5265,108.4265,108.6265
26/04/2021,US DOLLAR,108.5353,108.4353,108.6353
27/04/2021,US DOLLAR,108.1,108,108.2
28/04/2021,US DOLLAR,107.8471,107.7471,107.9471
29/04/2021,US DOLLAR,107.8382,107.7382,107.9382
30/04/2021,US DOLLAR,107.8441,107.7441,107.9441
03/05/2021,US DOLLAR,107.8441,107.7441,107.9441
04/05/2021,US DOLLAR,107.7147,107.6147,107.8147
05/05/2021,US DOLLAR,107.2559,107.1559,107.3559
06/05/2021,US DOLLAR,106.9794,106.8794,107.0794
07/05/2021,US DOLLAR,106.8588,106.7588,106.9588
10/05/2021,US DOLLAR,106.7353,106.6353,106.8353
11/05/2021,US DOLLAR,106.5382,106.4382,106.6382
12/05/2021,US DOLLAR,106.7971,106.6971,106.8971
13/05/2021,US DOLLAR,107.0235,106.9235,107.1235
17/05/2021,US DOLLAR,107.1735,107.0735,107.2735
18/05/2021,US DOLLAR,107.2824,107.1824,107.3824
19/05/2021,US DOLLAR,107.5224,107.4224,107.6224
20/05/2021,US DOLLAR,107.9235,107.8235,108.0235
21/05/2021,US DOLLAR,108.2294,108.1294,108.3294
24/05/2021,US DOLLAR,108.2382,108.1382,108.3382
25/05/2021,US DOLLAR,108.0235,107.9235,108.1235
26/05/2021,US DOLLAR,107.7353,107.6353,107.8353
27/05/2021,US DOLLAR,107.5735,107.4735,107.6735
28/05/2021,US DOLLAR,107.5382,107.4382,107.6382
31/05/2021,US DOLLAR,107.5912,107.4912,107.6912
02/06/2021,US DOLLAR,107.6941,107.5941,107.7941
03/06/2021,US DOLLAR,107.7324,107.6324,107.8324
04/06/2021,US DOLLAR,107.7997,107.7,107.8994
07/06/2021,US DOLLAR,107.8382,107.7382,107.9382
08/06/2021,US DOLLAR,107.9,107.8,108
09/06/2021,US DOLLAR,107.95,107.85,108.05
10/06/2021,US DOLLAR,107.9029,107.8029,108.0029
11/06/2021,US DOLLAR,107.9,107.8,108
14/06/2021,US DOLLAR,107.8006,107.7006,107.9006
15/06/2021,US DOLLAR,107.7935,107.6935,107.8935
16/06/2021,US DOLLAR,107.7706,107.6706,107.8706
17/06/2021,US DOLLAR,107.7971,107.6971,107.8971
18/06/2021,US DOLLAR,107.8,107.7,107.9
21/06/2021,US DOLLAR,107.8,107.7,107.9
22/06/2021,US DOLLAR,107.8,107.7,107.9
23/06/2021,US DOLLAR,107.7971,107.6971,107.8971
24/06/2021,US DOLLAR,107.7706,107.6706,107.8706
25/06/2021,US DOLLAR,107.7529,107.6529,107.8529
28/06/2021,US DOLLAR,107.75,107.65,107.85
29/06/2021,US DOLLAR,107.7824,107.6824,107.8824
30/06/2021,US DOLLAR,107.85,107.75,107.95
01/07/2021,US DOLLAR,107.9206,107.8206,108.0206
02/07/2021,US DOLLAR,107.9529,107.8529,108.0529
05/07/2021,US DOLLAR,107.9441,107.8441,108.0441
06/07/2021,US DOLLAR,107.95,107.85,108.05
07/07/2021,US DOLLAR,107.95,107.85,108.05
08/07/2021,US DOLLAR,107.95,107.85,108.05
09/07/2021,US DOLLAR,107.95,107.85,108.05
12/07/2021,US DOLLAR,107.95,107.85,108.05
13/07/2021,US DOLLAR,107.95,107.85,108.05
14/07/2021,US DOLLAR,107.9824,107.8824,108.0824
15/07/2021,US DOLLAR,108.0324,107.9324,108.1324
16/07/2021,US DOLLAR,108.1882,108.0882,108.2882
19/07/2021,US DOLLAR,108.2,108.1,108.3
21/07/2021,US DOLLAR,108.2,108.1,108.3
22/07/2021,US DOLLAR,108.2,108.1,108.3
23/07/2021,US DOLLAR,108.2,108.1,108.3
26/07/2021,US DOLLAR,108.2941,108.1941,108.3941
27/07/2021,US DOLLAR,108.4941,108.3941,108.5941
28/07/2021,US DOLLAR,108.5206,108.4206,108.6206
29/07/2021,US DOLLAR,108.5912,108.4912,108.6912
30/07/2021,US DOLLAR,108.6088,108.5088,108.7088
02/08/2021,US DOLLAR,108.6265,108.5265,108.7265
03/08/2021,US DOLLAR,108.6324,108.5324,108.7324
04/08/2021,US DOLLAR,108.6471,108.5471,108.7471
05/08/2021,US DOLLAR,108.6735,108.5735,108.7735
06/08/2021,US DOLLAR,108.7241,108.6241,108.8241
09/08/2021,US DOLLAR,108.7688,108.6688,108.8688
10/08/2021,US DOLLAR,108.8382,108.7382,108.9382
11/08/2021,US DOLLAR,109.0176,108.9176,109.1176
12/08/2021,US DOLLAR,109.1353,109.0353,109.2353
13/08/2021,US DOLLAR,109.1971,109.0971,109.2971
16/08/2021,US DOLLAR,109.2559,109.1559,109.3559
17/08/2021,US DOLLAR,109.3588,109.2588,109.4588
18/08/2021,US DOLLAR,109.4176,109.3176,109.5176
19/08/2021,US DOLLAR,109.4853,109.3853,109.5853
20/08/2021,US DOLLAR,109.5324,109.4324,109.6324
23/08/2021,US DOLLAR,109.5529,109.4529,109.6529
24/08/2021,US DOLLAR,109.5982,109.4982,109.6982
25/08/2021,US DOLLAR,109.6324,109.5324,109.7324
26/08/2021,US DOLLAR,109.7059,109.6059,109.8059
27/08/2021,US DOLLAR,109.7776,109.6776,109.8776
30/08/2021,US DOLLAR,109.8182,109.7182,109.9182
31/08/2021,US DOLLAR,109.8718,109.7718,109.9718
01/09/2021,US DOLLAR,109.8894,109.7924,109.9865
02/09/2021,US DOLLAR,109.9335,109.8335,110.0335
03/09/2021,US DOLLAR,109.9865,109.8865,110.0865
06/09/2021,US DOLLAR,110.0306,109.9306,110.1306
07/09/2021,US DOLLAR,110.0512,109.9512,110.1512
08/09/2021,US DOLLAR,110.08,109.98,110.18
09/09/2021,US DOLLAR,110.0988,109.9988,110.1988
10/09/2021,US DOLLAR,109.8735,109.7735,109.9735
13/09/2021,US DOLLAR,109.8676,109.7676,109.9676
14/09/2021,US DOLLAR,109.8529,109.7529,109.9529
15/09/2021,US DOLLAR,109.9441,109.8441,110.0441
16/09/2021,US DOLLAR,110.0294,109.9294,110.1294
17/09/2021,US DOLLAR,110.0941,109.9941,110.1941
20/09/2021,US DOLLAR,110.1659,110.0659,110.2659
21/09/2021,US DOLLAR,110.1971,110.0971,110.2971
22/09/2021,US DOLLAR,110.2765,110.1765,110.3765
23/09/2021,US DOLLAR,110.3882,110.2882,110.4882
24/09/2021,US DOLLAR,110.3765,110.2765,110.4765
27/09/2021,US DOLLAR,110.3824,110.2824,110.4824
28/09/2021,US DOLLAR,110.4018,110.3018,110.5018
29/09/2021,US DOLLAR,110.4494,110.3494,110.5494
30/09/2021,US DOLLAR,110.4859,110.3859,110.5859
01/10/2021,US DOLLAR,110.4947,110.3947,110.5947
04/10/2021,US DOLLAR,110.5088,110.4088,110.6088
05/10/2021,US DOLLAR,110.5529,110.4529,110.6529
06/10/2021,US DOLLAR,110.6194,110.5194,110.7194
07/10/2021,US DOLLAR,110.6929,110.5929,110.7929
08/10/2021,US DOLLAR,110.7165,110.6165,110.8165
12/10/2021,US DOLLAR,110.7371,110.6371,110.8371
13/10/2021,US DOLLAR,110.7694,110.6694,110.8694
14/10/2021,US DOLLAR,110.8106,110.7106,110.9106
15/10/2021,US DOLLAR,110.8676,110.7676,110.9676
18/10/2021,US DOLLAR,110.8941,110.7941,110.9941
19/10/2021,US DOLLAR,110.9118,110.8118,111.0118
21/10/2021,US DOLLAR,111.0176,110.9176,111.1176
22/10/2021,US DOLLAR,111.0559,110.9559,111.1559
25/10/2021,US DOLLAR,111.0853,110.9853,111.1853
26/10/2021,US DOLLAR,111.1265,111.0265,111.2265
27/10/2021,US DOLLAR,111.1471,111.0471,111.2471
28/10/2021,US DOLLAR,111.1529,111.0529,111.2529
29/10/2021,US DOLLAR,111.2147,111.1147,111.3147
01/11/2021,US DOLLAR,111.2441,111.1441,111.3441
02/11/2021,US DOLLAR,111.2941,111.1941,111.3941
03/11/2021,US DOLLAR,111.3559,111.2559,111.4559
04/11/2021,US DOLLAR,111.4382,111.3382,111.5382
05/11/2021,US DOLLAR,111.5471,111.4471,111.6471
08/11/2021,US DOLLAR,111.5941,111.4941,111.6941
09/11/2021,US DOLLAR,111.6541,111.5541,111.7541
10/11/2021,US DOLLAR,111.7,111.6,111.8
11/11/2021,US DOLLAR,111.7735,111.6735,111.8735
12/11/2021,US DOLLAR,111.8147,111.7147,111.9147
15/11/2021,US DOLLAR,111.9118,111.8118,112.0118
16/11/2021,US DOLLAR,111.9735,111.8735,112.0735
17/11/2021,US DOLLAR,112.0118,111.9118,112.1118
18/11/2021,US DOLLAR,112.1088,112.0088,112.2088
19/11/2021,US DOLLAR,112.1824,112.0824,112.2824
22/11/2021,US DOLLAR,112.2529,112.1529,112.3529
23/11/2021,US DOLLAR,112.2882,112.1882,112.3882
24/11/2021,US DOLLAR,112.35,112.25,112.45
25/11/2021,US DOLLAR,112.3647,112.2647,112.4647
26/11/2021,US DOLLAR,112.3853,112.2853,112.4853
29/11/2021,US DOLLAR,112.4441,112.3441,112.5441
30/11/2021,US DOLLAR,112.4882,112.3882,112.5882
01/12/2021,US DOLLAR,112.5235,112.4235,112.6235
02/12/2021,US DOLLAR,112.5647,112.4647,112.6647
03/12/2021,US DOLLAR,112.6265,112.5265,112.7265
06/12/2021,US DOLLAR,112.6735,112.5735,112.7735
07/12/2021,US DOLLAR,112.7059,112.6059,112.8059
08/12/2021,US DOLLAR,112.8088,112.7088,112.9088
09/12/2021,US DOLLAR,112.8571,112.7571,112.9571
10/12/2021,US DOLLAR,112.8876,112.7876,112.9876
14/12/2021,US DOLLAR,112.9147,112.8147,113.0147
15/12/2021,US DOLLAR,112.9235,112.8235,113.0235
16/12/2021,US DOLLAR,112.9559,112.8559,113.0559
17/12/2021,US DOLLAR,113.0059,112.9059,113.1059
20/12/2021,US DOLLAR,113.0265,112.9265,113.1265
21/12/2021,US DOLLAR,113.0441,112.9441,113.1441
22/12/2021,US DOLLAR,113.0471,112.9471,113.1471
23/12/2021,US DOLLAR,113.0618,112.9618,113.1618
24/12/2021,US DOLLAR,113.0794,112.9794,113.1794
28/12/2021,US DOLLAR,113.1,113,113.2
29/12/2021,US DOLLAR,113.1059,113.0059,113.2059
30/12/2021,US DOLLAR,113.1265,113.0265,113.2265
31/12/2021,US DOLLAR,113.1412,113.0412,113.2412
03/01/2022,US DOLLAR,113.1382,113.0382,113.2382
04/01/2022,US DOLLAR,113.1559,113.0559,113.2559
05/01/2022,US DOLLAR,113.1735,113.0735,113.2735
06/01/2022,US DOLLAR,113.1853,113.0853,113.2853
07/01/2022,US DOLLAR,113.2206,113.1206,113.3206
10/01/2022,US DOLLAR,113.2382,113.1382,113.3382
11/01/2022,US DOLLAR,113.2765,113.1765,113.3765
12/01/2022,US DOLLAR,113.3118,113.2118,113.4118
13/01/2022,US DOLLAR,113.3329,113.2329,113.4329
14/01/2022,US DOLLAR,113.3676,113.2676,113.4676
17/01/2022,US DOLLAR,113.3941,113.2941,113.4941
18/01/2022,US DOLLAR,113.4147,113.3147,113.5147
19/01/2022,US DOLLAR,113.4676,113.3676,113.5676
20/01/2022,US DOLLAR,113.5,113.4,113.6
21/01/2022,US DOLLAR,113.5176,113.4176,113.6176
24/01/2022,US DOLLAR,113.5294,113.4294,113.6294
25/01/2022,US DOLLAR,113.5382,113.4382,113.6382
26/01/2022,US DOLLAR,113.5471,113.4471,113.6471
27/01/2022,US DOLLAR,113.5471,113.4471,113.6471
28/01/2022,US DOLLAR,113.5706,113.4706,113.6706
31/01/2022,US DOLLAR,113.5735,113.4735,113.6735
01/02/2022,US DOLLAR,113.5765,113.4765,113.6765
02/02/2022,US DOLLAR,113.5765,113.4765,113.6765
03/02/2022,US DOLLAR,113.5865,113.4865,113.6865
04/02/2022,US DOLLAR,113.6029,113.5029,113.7029
07/02/2022,US DOLLAR,113.6088,113.5088,113.7088
08/02/2022,US DOLLAR,113.6206,113.5206,113.7206
09/02/2022,US DOLLAR,113.6265,113.5265,113.7265
10/02/2022,US DOLLAR,113.6265,113.5265,113.7265
11/02/2022,US DOLLAR,113.6265,113.5265,113.7265
14/02/2022,US DOLLAR,113.6265,113.5265,113.7265
15/02/2022,US DOLLAR,113.6294,113.5294,113.7294
16/02/2022,US DOLLAR,113.6353,113.5353,113.7353
17/02/2022,US DOLLAR,113.6382,113.5382,113.7382
18/02/2022,US DOLLAR,113.6735,113.5735,113.7735
21/02/2022,US DOLLAR,113.6882,113.5882,113.7882
22/02/2022,US DOLLAR,113.6941,113.5941,113.7941
23/02/2022,US DOLLAR,113.7424,113.6424,113.8424
24/02/2022,US DOLLAR,113.8,113.7,113.9
25/02/2022,US DOLLAR,113.8206,113.7206,113.9206
28/02/2022,US DOLLAR,113.8353,113.7353,113.9353
01/03/2022,US DOLLAR,113.8412,113.7412,113.9412
02/03/2022,US DOLLAR,113.8529,113.7529,113.9529
03/03/2022,US DOLLAR,113.8894,113.7894,113.9894
04/03/2022,US DOLLAR,113.9147,113.8147,114.0147
07/03/2022,US DOLLAR,113.9471,113.8471,114.0471
08/03/2022,US DOLLAR,114.0129,113.9129,114.1129
09/03/2022,US DOLLAR,114.0753,113.9753,114.1753
10/03/2022,US DOLLAR,114.1353,114.0353,114.2353
11/03/2022,US DOLLAR,114.1794,114.0794,114.2794
14/03/2022,US DOLLAR,114.1853,114.0853,114.2853
15/03/2022,US DOLLAR,114.2324,114.1324,114.3324
16/03/2022,US DOLLAR,114.2865,114.1865,114.3865
17/03/2022,US DOLLAR,114.3144,114.2159,114.4129
18/03/2022,US DOLLAR,114.3806,114.2806,114.4806
21/03/2022,US DOLLAR,114.3953,114.2953,114.4953
22/03/2022,US DOLLAR,114.4353,114.3353,114.5353
23/03/2022,US DOLLAR,114.4971,114.3971,114.5971
24/03/2022,US DOLLAR,114.6,114.5,114.7
25/03/2022,US DOLLAR,114.6853,114.5853,114.7853
28/03/2022,US DOLLAR,114.7529,114.6529,114.8529
29/03/2022,US DOLLAR,114.825,114.725,114.925
30/03/2022,US DOLLAR,114.8731,114.7731,114.9731
31/03/2022,US DOLLAR,114.9513,114.8512,115.0512
01/04/2022,US DOLLAR,114.995,114.895,115.095
04/04/2022,US DOLLAR,115.0375,114.9375,115.1375
05/04/2022,US DOLLAR,115.0969,114.9969,115.1969
06/04/2022,US DOLLAR,115.1206,115.0206,115.2206
07/04/2022,US DOLLAR,115.1941,115.0941,115.2941
08/04/2022,US DOLLAR,115.2882,115.1882,115.3882
11/04/2022,US DOLLAR,115.3324,115.2324,115.4324
12/04/2022,US DOLLAR,115.3765,115.2765,115.4765
13/04/2022,US DOLLAR,115.4088,115.3088,115.5088
14/04/2022,US DOLLAR,115.4382,115.3382,115.5382
19/04/2022,US DOLLAR,115.4847,115.3847,115.5847
20/04/2022,US DOLLAR,115.5059,115.4059,115.6059
21/04/2022,US DOLLAR,115.5441,115.4441,115.6441
22/04/2022,US DOLLAR,115.5971,115.4971,115.6971
25/04/2022,US DOLLAR,115.6529,115.5529,115.7529
26/04/2022,US DOLLAR,115.6971,115.5971,115.7971
27/04/2022,US DOLLAR,115.7412,115.6412,115.8412
28/04/2022,US DOLLAR,115.7735,115.6735,115.8735
04/05/2022,US DOLLAR,115.8059,115.7059,115.9059
05/05/2022,US DOLLAR,115.8441,115.7441,115.9441
06/05/2022,US DOLLAR,115.9047,115.8047,116.0047
09/05/2022,US DOLLAR,115.9459,115.8459,116.0459
10/05/2022,US DOLLAR,115.9959,115.8959,116.0959
11/05/2022,US DOLLAR,116.0676,115.9676,116.1676
12/05/2022,US DOLLAR,116.0971,115.9971,116.1971
13/05/2022,US DOLLAR,116.1235,116.0235,116.2235
16/05/2022,US DOLLAR,116.1735,116.0735,116.2735
17/05/2022,US DOLLAR,116.2441,116.1441,116.3441
18/05/2022,US DOLLAR,116.3176,116.2176,116.4176
19/05/2022,US DOLLAR,116.3735,116.2765,116.4706
20/05/2022,US DOLLAR,116.4059,116.3059,116.5059
23/05/2022,US DOLLAR,116.4706,116.3706,116.5706
24/05/2022,US DOLLAR,116.5176,116.4176,116.6176
25/05/2022,US DOLLAR,116.5794,116.4794,116.6794
26/05/2022,US DOLLAR,116.6165,116.5165,116.7165
27/05/2022,US DOLLAR,116.6868,116.5882,116.7853
30/05/2022,US DOLLAR,116.7147,116.6147,116.8147
31/05/2022,US DOLLAR,116.7382,116.6382,116.8382
02/06/2022,US DOLLAR,116.81,116.71,116.91
03/06/2022,US DOLLAR,116.8306,116.7306,116.9306
06/06/2022,US DOLLAR,116.8482,116.7482,116.9482
07/06/2022,US DOLLAR,116.9,116.8,117
08/06/2022,US DOLLAR,116.95,116.85,117.05
09/06/2022,US DOLLAR,117.01,116.91,117.11
10/06/2022,US DOLLAR,117.0471,116.9471,117.1471
13/06/2022,US DOLLAR,117.1,117,117.2
14/06/2022,US DOLLAR,117.1676,117.0676,117.2676
15/06/2022,US DOLLAR,117.2353,117.1353,117.3353
16/06/2022,US DOLLAR,117.2853,117.1853,117.3853
17/06/2022,US DOLLAR,117.3265,117.2265,117.4265
20/06/2022,US DOLLAR,117.3971,117.2971,117.4971
21/06/2022,US DOLLAR,117.4353,117.3353,117.5353
22/06/2022,US DOLLAR,117.5059,117.4059,117.6059
23/06/2022,US DOLLAR,117.5706,117.4706,117.6706
24/06/2022,US DOLLAR,117.6559,117.5559,117.7559
27/06/2022,US DOLLAR,117.6941,117.5941,117.7941
28/06/2022,US DOLLAR,117.7029,117.6029,117.8029
29/06/2022,US DOLLAR,117.7912,117.6912,117.8912
30/06/2022,US DOLLAR,117.8324,117.7324,117.9324
01/07/2022,US DOLLAR,117.8735,117.7735,117.9735
04/07/2022,US DOLLAR,117.8971,117.7971,117.9971
05/07/2022,US DOLLAR,117.9529,117.8529,118.0529
06/07/2022,US DOLLAR,117.9941,117.8941,118.0941
07/07/2022,US DOLLAR,118.0324,117.9324,118.1324
08/07/2022,US DOLLAR,118.0706,117.9735,118.1676
12/07/2022,US DOLLAR,118.1324,118.0324,118.2324
13/07/2022,US DOLLAR,118.1794,118.0794,118.2794
14/07/2022,US DOLLAR,118.2306,118.1306,118.3306
15/07/2022,US DOLLAR,118.2718,118.1718,118.3718
18/07/2022,US DOLLAR,118.3324,118.2324,118.4324
19/07/2022,US DOLLAR,118.3882,118.2882,118.4882
20/07/2022,US DOLLAR,118.4529,118.3529,118.5529
21/07/2022,US DOLLAR,118.5206,118.4206,118.6206
22/07/2022,US DOLLAR,118.5706,118.4706,118.6706
25/07/2022,US DOLLAR,118.6206,118.5206,118.7206
26/07/2022,US DOLLAR,118.6588,118.5588,118.7588
27/07/2022,US DOLLAR,118.7176,118.6176,118.8176
28/07/2022,US DOLLAR,118.7588,118.6588,118.8588
29/07/2022,US DOLLAR,118.8,118.7,118.9
01/08/2022,US DOLLAR,118.85,118.75,118.95
02/08/2022,US DOLLAR,118.9118,118.8118,119.0118
03/08/2022,US DOLLAR,118.9941,118.8941,119.0941
04/08/2022,US DOLLAR,119.0324,118.9324,119.1324
05/08/2022,US DOLLAR,119.0912,118.9912,119.1912
08/08/2022,US DOLLAR,119.1265,119.0265,119.2265
10/08/2022,US DOLLAR,119.1735,119.0735,119.2735
11/08/2022,US DOLLAR,119.2412,119.1412,119.3412
12/08/2022,US DOLLAR,119.3118,119.2118,119.4118
15/08/2022,US DOLLAR,119.3559,119.2559,119.4559
16/08/2022,US DOLLAR,119.4147,119.3147,119.5147
17/08/2022,US DOLLAR,119.45,119.35,119.55
18/08/2022,US DOLLAR,119.4735,119.3735,119.5735
19/08/2022,US DOLLAR,119.5735,119.4735,119.6735
22/08/2022,US DOLLAR,119.6294,119.5294,119.7294
23/08/2022,US DOLLAR,119.7206,119.6206,119.8206
24/08/2022,US DOLLAR,119.8029,119.7029,119.9029
25/08/2022,US DOLLAR,119.8576,119.7576,119.9576
26/08/2022,US DOLLAR,119.9059,119.8059,120.0059
29/08/2022,US DOLLAR,119.9294,119.8294,120.0294
30/08/2022,US DOLLAR,119.9794,119.8794,120.0794
31/08/2022,US DOLLAR,120.0129,119.9129,120.1129
01/09/2022,US DOLLAR,120.0529,119.9529,120.1529
02/09/2022,US DOLLAR,120.1176,120.0176,120.2176
05/09/2022,US DOLLAR,120.1847,120.0847,120.2847
06/09/2022,US DOLLAR,120.2206,120.1206,120.3206
07/09/2022,US DOLLAR,120.2618,120.1618,120.3618
08/09/2022,US DOLLAR,120.2824,120.1824,120.3824
09/09/2022,US DOLLAR,120.3059,120.2059,120.4059
12/09/2022,US DOLLAR,120.3353,120.2353,120.4353
14/09/2022,US DOLLAR,120.3706,120.2706,120.4706
15/09/2022,US DOLLAR,120.4118,120.3118,120.5118
16/09/2022,US DOLLAR,120.4106,120.3106,120.5106
19/09/2022,US DOLLAR,120.4294,120.3294,120.5294
20/09/2022,US DOLLAR,120.4559,120.3559,120.5559
21/09/2022,US DOLLAR,120.4982,120.3982,120.5982
22/09/2022,US DOLLAR,120.5424,120.4424,120.6424
23/09/2022,US DOLLAR,120.56,120.46,120.66
26/09/2022,US DOLLAR,120.5971,120.4971,120.6971
27/09/2022,US DOLLAR,120.6235,120.5235,120.7235
28/09/2022,US DOLLAR,120.6735,120.5735,120.7735
29/09/2022,US DOLLAR,120.6971,120.5971,120.7971
30/09/2022,US DOLLAR,120.7324,120.6324,120.8324
03/10/2022,US DOLLAR,120.7765,120.6765,120.8765
04/10/2022,US DOLLAR,120.7882,120.6882,120.8882
